language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Quechua,quechua,audios/16911.wav,N150,La herida de mi mano ya está cicatrizando.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16912.wav,B048,Se puso un poncho,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16913.wav,N021,Negro,Black,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16914.wav,C123,Tengo puesta la gorra/sombrero,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16915.wav,S181,Mi papá y con mi mamá trabajan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16916.wav,A223,"Su estómago y la ingle están marcados con trazas profundas, costras, moretones y cortes.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16917.wav,N034,Testigo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16918.wav,C125,Él viene desde su colegio hasta aquí,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16919.wav,N051,Él es un buen hombre,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16920.wav,T026,Torturar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16921.wav,N068,El hilo está lleno de nudos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16922.wav,C002,Puente,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16923.wav,E166,Asegura tu mantita con el prendedor.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16924.wav,N039,Hoyo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16925.wav,N227,"Si comes solamente papa amarga, te suelta el estómago.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16926.wav,S143,Él nomás ya que camine,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16927.wav,F125,Nosotros nos curábamos solamente con hierbas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16928.wav,N163,Esa señorita está corriendo hacia su casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16929.wav,A052,Solía trabajar bien,I used to work well,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16930.wav,T075,Los sacerdotes usaban sotanas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16931.wav,C150,Mi padre es un hombre de gran tamaño.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16932.wav,E116,Las vicuñas caminan siempre formando tropas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16933.wav,C077,Estoy comiendo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16934.wav,C033,Cucharón,Ladle,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16935.wav,A091,Esto está tal como lo dejé,This is just as I left it,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16936.wav,C060,Las personas tienen una sensación de cumplimiento cuando hacen más por otros que por sí mismos.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16937.wav,C047,Me sentaré en la silla,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16938.wav,F028,Dinero,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16939.wav,N124,Frente a las fatalidades de la vida consultemos a nuestros ancianos.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16940.wav,S072,"En mi pueblo crian vaca, cerdo, cuy, gallo, y pato",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16941.wav,C037,Plato,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16942.wav,F226,"No me olvido por completo de mi cáncer, porque aún no acepto mi tristeza.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16943.wav,T203,Observa el precio del pan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16944.wav,S208,El mismo va a la escuela,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16945.wav,C049,Él lleva de un lado a otro el informe,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16946.wav,C218,"El sabor de un melón jugoso y dulce, comido en un día caluroso, asegura un deleite real para el paladar.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16947.wav,N036,Cuchillo,Knife,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16948.wav,N116,El huevo de la gallina que no ha sido fecundada por el gallo no genera vida,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16949.wav,C204,Yo como sopa de maíz sabrosa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16950.wav,N179,Mostrar sensibilidad hacia los demás proporciona un increíble sentido de armonía.,Showing sensitivity towards others provides an incredible sense of harmony.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16951.wav,A114,Esa persona sola se ha tomado toda la botella de cerveza,That person alone has drunk the entire bottle of beer,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16952.wav,E135,"¡Ven!, ¡corre!",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16953.wav,F229,No hay nada peor que el ruido monótono e intenso que se produce cerca de una carretera.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16954.wav,T160,El hilo muy torcido se rompe muy fácilmente.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16955.wav,N202,Nos encontramos en el maiza,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16956.wav,E177,Mi vaca había parido una cría hembra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16957.wav,E220,Fue el regalo más maravilloso y valioso que podian darme.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16958.wav,T163,Esa niña esta llorando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16959.wav,S165,Construyo solo mi casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16960.wav,C056,Vengo de Cusco,I come from Cusco,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16961.wav,F026,Veneno,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16962.wav,S163,Deja a cualquiera este cuchillo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16963.wav,A161,En cualquier lugar siempre hay piedras,There are always stones anywhere,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16964.wav,B040,"Flojear, ociosidad",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16965.wav,N192,El peor sentimiento que puedo imaginar es no confiar en la persona que más amas en el mundo.,The worst feeling I can imagine is not trusting the person you love most in the world.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16966.wav,T011,Paludismo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16967.wav,F013,Escarcha,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16968.wav,C214,La tristeza es como una procesión; Siempre pasa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16969.wav,B068,Nuestra mama lleva la semilla de aqui para allá,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16970.wav,C096,"De acuerdo con su naturaleza, el hombre desprecia el hambre después de satisfacer su apetito.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16971.wav,N199,Un cuadrado tiene cuatro lados,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16972.wav,E107,El hombre trabaja con alegría su chakra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16973.wav,F084,La madre de mi perrito se murió.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16974.wav,F086,El escarabajo reaparece abunda en épocas de sembrío.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16975.wav,B199,"El problema con la vida es que no hay práctica, tiene que tomarlo en serio la primera vez.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16976.wav,E161,El perro rodea al ganado ladrando cada noche.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16977.wav,T030,Enfermarse,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16978.wav,F121,La cima de los cerros casi siempre está cubierta de neblina,The tops of the hills are almost always covered in fog.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16979.wav,C025,Pesante,Heavy,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16980.wav,N066,Me consta que llegó,I know it arrived,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16981.wav,B027,Fugitiva,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16982.wav,C214,La tristeza es como una procesión; Siempre pasa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16983.wav,E104,Las vacunas nos protegen de las enĨermedades.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16984.wav,T020,Sangre,Blood,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16985.wav,F136,La vicuña es el ganado de la Madre Tierra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16986.wav,C193,Él vive en una casa grande.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16987.wav,N217,Toda la familia está entrojando el maíz,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16988.wav,H113,La garúa beneficia muchísimo a las chacras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16989.wav,S015,Dulce,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
